url_path,views_total,views_unique
/bagarrattaa/email-nuker,714,461
/bagarrattaa/email-nuker/issues,42,29
/bagarrattaa/email-nuker/blob/main/bomber.py,36,29
/bagarrattaa/email-nuker/blob/main/emailbomber.py,23,22
/bagarrattaa/email-nuker/issues/16,21,16
/bagarrattaa/email-nuker/releases/tag/windows2.0,18,15
/bagarrattaa/email-nuker/find/main,10,9
/bagarrattaa/email-nuker/blob/main/bomber.bin,9,9
/bagarrattaa/email-nuker/blob/main/README.md,9,7
/bagarrattaa/email-nuker/tree/main/.github/workflows,7,7
